Rk,Player,Pos,Tm,Salary
,Ryan Fitzpatrick\FitzRy00,QB,MIA,$1500000
,Donte Moncrief\MoncDo00,WR,PIT,$1500000
,C.J. Uzomah\UzomC.00,TE,CIN,$1500000
,Eric Reid\ReidEr00,FS,CAR,$1500000
,Steven Nelson\NelsSt01,CB,PIT,$1500000
,Damion Square\SquaDa00,DE,LAC,$1500000
,Mark Glowinski\GlowMa00,OG,IND,$1500000
,Justin Bethel\BethJu00,CB,BAL,$1500000
,Steve McLendon\McLeSt00,DT,NYJ,$1500000
,Greg Mancz\MancGr00,C,HOU,$1500000
,Geoff Swaim\SwaiGe00,TE,JAX,$1500000
,Anthony Levine\LeviAn00,S,BAL,$1500000
,Tress Way\WayxTr00,P,WAS,$1500000
,Rodney McLeod\McLeRo00,S,PHI,$1500000
,K.J. Wright\WrigK.00,LB,SEA,$1500000
,Demarcus Lawrence\LawrDe00,DE,DAL,$1500000
,J.R. Sweezy\SweeJ.00,G,ARI,$1500000
,Jarius Wright\WrigJa02,WR,CAR,$1500000
,Zach Kerr\KerrZa00,NT,ARI,$1500000
,Seantrel Henderson\HendSe00,OT,HOU,$1500000
,Brandon Copeland\CopeBr00,LB,NYJ,$1500000
,Jamison Crowder\CrowJa00,WR,NYJ,$1500000
508,Adoree' Jackson\JackAd00,CB,TEN,$1490708
509,Ben Banogu\BanoBe00,EDGE,IND,$1482500
510,Randy Bullock\BullRa00,K,CIN,$1475000
511,O.J. Howard\HowaO.00,TE,TAM,$1473602
512,Garett Bolles\BollGa00,OT,DEN,$1467900
513,Jarrad Davis\DaviJa01,ILB,DET,$1462198
514,Charles Harris\HarrCh03,DE,MIA,$1450794
515,Jarrod Wilson\WilsJa00,S,JAX,$1450000
,Michael Person\PersMi00,OL,SFO,$1450000
,Josh Kline\KlinJo01,OL,MIN,$1450000
,Cameron Erving\ErviCa00,OT,KAN,$1450000
,Geronimo Allison\AlliGe01,WR,GNB,$1450000
,Bradley Sowell\SoweBr00,T,CHI,$1450000
521,Irv Smith Jr.\SmitIr01,TE,MIN,$1447500
522,Evan Engram\EngrEv00,TE,NYG,$1439391
523,Gareon Conley\ConlGa00,CB,OAK,$1416584
524,Tom Compton\CompTo00,T,NYJ,$1410000
525,Jabrill Peppers\PeppJa00,SS,NYG,$1405181
526,Alex Erickson\EricAl01,WR,CIN,$1400000
,Drew Brees\BreeDr00,QB,NOR,$1400000
,Raheem Mostert\MostRa00,RB,SFO,$1400000
,Walt Aikens\AikeWa00,CB,MIA,$1400000
,Carlos Hyde\HydeCa00,RB,HOU,$1400000
,Keith Smith\SmitKe03,LB,ATL,$1400000
,Luke Stocker\StocLu00,TE,ATL,$1400000
533,Takkarist McKinley\McKiTa00,OLB,ATL,$1393775
534,TreDavious White\WhitTr01,CB,BUF,$1382374
535,Taco Charlton\CharTa00,DE,MIA,$1376672
536,Eric Rowe\RoweEr00,CB,MIA,$1375000
,Nick Dzubnar\DzubNi00,LB,LAC,$1375000
538,Emmanuel Ogbah\OgbaEm00,DE,KAN,$1351315
539,Spencer Long\LongSp00,OG,BUF,$1350000
,Billy Turner\TurnBi00,OT,GNB,$1350000
,Dennis Kelly\KellDe00,OT,TEN,$1350000
,Adarius Taylor\GlanAd00,LB,CLE,$1350000
543,Jaylon Smith\SmitJa05,OLB,DAL,$1335678
544,David Njoku\NjokDa00,TE,CLE,$1330918
545,Roquan Smith\SmitRo07,ILB,CHI,$1319871
546,Myles Jack\JackMy00,OLB,JAX,$1313787
547,T.J. Watt\WattT.00,OLB,PIT,$1306688
548,Rashaan Melvin\MelvRa00,CB,DET,$1300000
549,Xavien Howard\HowaXa00,CB,MIA,$1285642
550,Erik Harris\HarrEr00,DB,OAK,$1275000
551,Ryan Ramczyk\RamcRy00,OT,NOR,$1273323
552,Noah Spence\SpenNo00,DE,WAS,$1273132
553,Sterling Shepard\ShepSt00,WR,NYG,$1260623
554,Thomas Davis\DaviTh20,LB,LAC,$1250000
,Tyson Alualu\AluaTy99,DT,PIT,$1250000
,Demetrius Harris\HarrDe03,TE,CLE,$1250000
,Pat O'Donnell\ODonPa00,P,CHI,$1250000
,Frank Gore\GoreFr00,RB,BUF,$1250000
,Beau Brinkley\BrinBe00,LSTE,TEN,$1250000
,Adrian Amos\AmosAd00,FS,GNB,$1250000
,Julian Stanford\StanJu00,LB,BUF,$1250000
,Bruce Irvin\IrviBr00,DE,CAR,$1250000
,Teddy Bridgewater\BridTe00,QB,NOR,$1250000
,Clayton Geathers\GeatCl00,SS,IND,$1250000
,Matt Barkley\BarkMa00,QB,BUF,$1250000
,Stefen Wisniewski\WisnSt01,OL,KAN,$1250000
,Al Woods\WoodAl99,DT,SEA,$1250000
,Roosevelt Nix\NixxRo01,FB,PIT,$1250000
,Kenny Vaccaro\VaccKe00,FS,TEN,$1250000
570,Kamalei Correa\CorrKa00,OLB,TEN,$1234043
571,Minkah Fitzpatrick\FitzMi00,FS,2TM,$1227626
572,Deshazor Everett\EverDe01,CB,WAS,$1225000
573,Austin Johnson\JohnAu01,DT,TEN,$1222122
574,Kendall Lamm\LammKe00,T,CLE,$1200000
,Demaryius Thomas\ThomDe03,WR,NYJ,$1200000
576,Chris Jones\JoneCh09,DT,KAN,$1199714
577,Reggie Ragland\RaglRe00,ILB,KAN,$1196551
578,Derrick Henry\HenrDe00,RB,TEN,$1187445
579,Hunter Henry\HenrHu00,TE,LAC,$1170042
580,A'Shawn Robinson\RobiAS00,DT,DET,$1163678
581,Vita Vea\VeaxVi00,DT,TAM,$1153829
582,Vontaze Burfict\BurfVo00,LB,OAK,$1150000
,Charles Clay\ClayCh00,TE,ARI,$1150000
,Kyle Wilber\WilbKy00,OLB,OAK,$1150000
,Jordan Berry\BerrJo00,P,PIT,$1150000
586,Michael Thomas\ThomMi05,WR,NOR,$1148041
587,Vernon Butler\ButlVe00,DT,CAR,$1144980
588,Da'Ron Payne\PaynDa00,DT,WAS,$1135380
589,Brooks Reed\ReedBr00,DL,ARI,$1125000
,Mike Remmers\RemmMi00,T,NYG,$1125000
,Tre Boston\BostTr00,FS,CAR,$1125000
592,Kevin King\KingKe01,CB,GNB,$1108717
593,Cam Robinson\RobiCa00,OT,JAX,$1103015
594,Nick Martin\MartNi00,C,HOU,$1101133
595,Stephen Gostkowski\GostSt20,K,NWE,$1100000
,Mark Nzeocha\NzeoMa00,OLB,SFO,$1100000
,Eric Kush\KushEr00,C,CLE,$1100000
,Ramon Foster\FostRa21,T,PIT,$1100000
,Aaron Rodgers\RodgAa00,QB,GNB,$1100000
,Jason Verrett\VerrJa00,CB,SFO,$1100000
601,Kolton Miller\MillKo00,OT,OAK,$1092333
602,Budda Baker\BakeBu00,FS,ARI,$1085910
603,Zay Jones\JoneZa00,WR,BUF,$1081348
604,Morris Claiborne\ClaiMo00,CB,KAN,$1080000
605,Forrest Lamp\LampFo00,OG,LAC,$1071084
606,Deion Jones\JoneDe01,OLB,ATL,$1069860
607,Marcus Maye\MayeMa00,FS,NYJ,$1060822
608,Tremaine Edmunds\EdmuTr01,ILB,BUF,$1055434
609,Curtis Samuel\SamuCu00,WR,CAR,$1051698
610,Deone Bucannon\BucaDe00,SS,TAM,$1050000
,Damien Williams\WillDa05,RB,KAN,$1050000
,Marcedes Lewis\LewiMa00,TE,GNB,$1050000
,Brandon Mebane\MebaBr99,DT,LAC,$1050000
614,Dalvin Cook\CookDa01,RB,MIN,$1042576
615,Mackensie Alexander\AlexMa01,CB,MIN,$1038587
616,Marcus Williams\WillMa06,FS,NOR,$1032313
617,Donald Penn\PennDo20,T,WAS,$1030000
,Adrian Peterson\PeteAd01,RB,WAS,$1030000
,Matt Schaub\SchaMa00,QB,ATL,$1030000
,L.P. Ladouceur\LadoL.20,LS,DAL,$1030000
,Andre Smith\SmitAn23,T,CIN,$1030000
,Zak DeOssie\DeOsZa99,LB,NYG,$1030000
,J.J. Jansen\JansJ.00,C,CAR,$1030000
,Darren Sproles\SproDa00,RB,PHI,$1030000
,DeSean Jackson\JackDe00,WR,PHI,$1030000
,Sam Young\YounSa21,T,SFO,$1030000
,Dominique Rodgers-Cromartie\RodgDo99,DB,WAS,$1030000
,Richie Incognito\IncoRi20,G,OAK,$1030000
,Don Muhlbach\MuhlDo20,C,DET,$1030000
,Orlando Scandrick\ScanOr99,DB,PHI,$1030000
,Clark Harris\HarrCl20,TE,CIN,$1030000
632,Jaire Alexander\AlexJa00,CB,GNB,$1027761
633,Cody Whitehair\WhitCo03,OG,CHI,$1026077
634,L.J. Fort\FortL.00,LB,2TM,$1025000
635,Sidney Jones\JoneSi00,CB,PHI,$1023190
636,Leighton Vander Esch\VandLe00,OLB,DAL,$1018535
637,Frank Ragnow\RagnFr00,C,DET,$1015461
638,Gerald Everett\EverGe00,TE,LAR,$1014497
639,Billy Price\PricBi01,C,CIN,$1012386
640,Sean Davis\DaviSe00,FS,PIT,$1007314
641,Rashaan Evans\EvanRa01,ILB,TEN,$1006236
642,Adam Shaheen\ShahAd00,TE,CHI,$1002322
643,Isaiah Wynn\WynnIs00,OT,NWE,$1000087
644,Tyler Eifert\EifeTy00,TE,CIN,$1000000
,Josh Lambo\LambJo00,K,JAX,$1000000
,Neville Hewitt\HewiNe00,LB,NYJ,$1000000
,Brandin Cooks\CookBr00,WR,LAR,$1000000
,Nick O'Leary\OLeaNi00,TE,MIA,$1000000
,Johnathan Hankins\HankJo00,DT,OAK,$1000000
,Daniel McCullers\McCuDa00,DT,PIT,$1000000
,Morgan Burnett\BurnMo99,DB,CLE,$1000000
,Za'Darius Smith\SmitZa00,DE,GNB,$1000000
,Chris Reed\ReedCh00,G,MIA,$1000000
,Mike Davis\DaviMi01,RB,CHI,$1000000
,T.J. Yeldon\YeldT.00,RB,BUF,$1000000
,Robert Griffin\GrifRo01,QB,BAL,$1000000
,Justin Houston\HousJu00,LB,IND,$1000000
,Malcolm Brown\BrowMa03,RB,LAR,$1000000
,Brian Poole\PoolBr01,S,NYJ,$1000000
,Pierre Desir\DesiPi00,CB,IND,$1000000
,B.W. Webb\WebbBW00,CB,CIN,$1000000
,Jamize Olawale\OlawJa00,FB,DAL,$1000000
,Casey Kreiter\KreiCa00,LS,DEN,$1000000
,Tavon Austin\AustTa00,WR,DAL,$1000000
,Latavius Murray\MurrLa00,RB,NOR,$1000000
,Denzelle Good\GoodDe01,OT,OAK,$1000000
,Joe Looney\LoonJo01,G,DAL,$1000000
,Nick Boyle\BoylNi00,TE,BAL,$1000000
,Quincy Enunwa\EnunQu00,WR,NYJ,$1000000
,Malcom Brown\BrowMa01,DT,NOR,$1000000
,Brandon Graham\GrahBr99,DE,PHI,$1000000
,Justin Tucker\TuckJu00,K,BAL,$1000000
,Aaron Lynch\LyncAa00,DE,CHI,$1000000
,Darryl Roberts\RobeDa00,CB,NYJ,$1000000
,Stephon Gilmore\GilmSt00,CB,NWE,$1000000
,Julian Edelman\EdelJu00,WR,NWE,$1000000
,Kyle Fuller\FullKy00,CB,CHI,$1000000
,Ronald Darby\DarbRo00,CB,PHI,$1000000
,Margus Hunt\HuntMa00,DE,IND,$1000000
,Shaquil Barrett\BarrSh00,OLB,TAM,$1000000
,Timmy Jernigan\JernTi00,DT,PHI,$1000000
,Craig Robertson\RobeCr00,LB,NOR,$1000000
,Mike Iupati\IupaMi20,G,SEA,$1000000
,Chris Boswell\BoswCh00,K,PIT,$1000000
,C.J. Mosley\MoslC.00,ILB,NYJ,$1000000
,Zach Brown\BrowZa00,OLB,PHI,$1000000
,Cameron Fleming\FlemCa00,OT,DAL,$1000000
,Tramaine Brock\BrocTr00,DB,ARI,$1000000
,Trevor Siemian\SiemTr00,QB,NYJ,$1000000
,Mark Barron\BarrMa00,LB,PIT,$1000000
,Christian Covington\CoviCh00,DT,DAL,$1000000
,Ray-Ray Armstrong\ArmsRa01,LB,NOR,$1000000
,Vinny Curry\CurrVi00,DE,PHI,$1000000
,Tyrod Taylor\TaylTy00,QB,LAC,$1000000
,Landon Collins\CollLa00,SS,WAS,$1000000
,Maurkice Pouncey\PounMa20,C,PIT,$1000000
,James Develin\DeveJa00,RB,NWE,$1000000
,Malik Jackson\JackMa02,DT,PHI,$1000000
,Rodney Gunter\GuntRo00,DT,ARI,$1000000
,Morgan Cox\CoxxMo00,C,BAL,$1000000
,Matt Paradis\ParaMa00,C,CAR,$1000000
,Tavon Wilson\WilsTa00,FS,DET,$1000000
,Brandon Bolden\BoldBr00,RB,NWE,$1000000
,Dan Bailey\BailDa00,K,MIN,$1000000
,C.J. Anderson\AndeC.00,RB,DET,$1000000
,Dante Fowler\FowlDa00,OLB,LAR,$1000000
707,Cyrus Jones\JoneCy00,CB,BAL,$996000
708,Vonn Bell\BellVo00,SS,NOR,$991677
709,Quincy Wilson\WilsQu01,CB,IND,$989207
710,D.J. Moore\MoorD.00,WR,CAR,$987787
711,Adam Gotsis\GotsAd00,DT,DEN,$986987
712,Hayden Hurst\HursHa00,TE,BAL,$981638
713,Tyler Boyd\BoydTy00,WR,CIN,$980769
714,Calvin Ridley\RidlCa00,WR,ATL,$975487
715,Markus Golden\GoldMa00,OLB,NYG,$975000
,Austin Reiter\ReitAu00,C,KAN,$975000
,Russell Shepard\ShepRu00,WR,NYG,$975000
718,Tyus Bowser\BowsTy00,OLB,BAL,$971874
719,Rashaad Penny\PennRa00,RB,SEA,$969338
720,Terrell Edmunds\EdmuTe00,S,PIT,$966263
721,Joe Mixon\MixoJo00,RB,CIN,$960470
722,Ryan Anderson\AndeRy00,OLB,WAS,$949066
723,Taven Bryan\BryaTa00,DT,JAX,$941589
724,James Bradberry\BradJa00,CB,CAR,$940114
725,Mario Edwards\EdwaMa01,DE,NOR,$935000
726,Colin Jones\JoneCo01,DB,CAR,$930000
,J'Marcus Webb\WebbJM20,T,MIA,$930000
,Fletcher Cox\CoxxFl00,DT,PHI,$930000
,Marcus Sherels\SherMa20,DB,MIN,$930000
,Jason Kelce\KelcJa00,OL,PHI,$930000
,Nick Sundberg\SundNi00,C,WAS,$930000
,Anthony Sherman\SherAn00,RB,KAN,$930000
,Josh Harris\HarrJo02,LS,ATL,$930000
,Andrew Sendejo\SendAn00,DB,PHI,$930000
,Nigel Bradham\BradNi00,OLB,PHI,$930000
,Nick Bellore\BellNi01,LB,SEA,$930000
,John Jerry\JerrJo20,G,CIN,$930000
,Bilal Powell\PoweBi00,RB,NYJ,$930000
,Jon Weeks\WeekJo00,C,HOU,$930000
,Ted Larsen\LarsTe20,C,CHI,$930000
,Jake McQuaide\McQuJa00,LS,LAR,$930000
,Kyle Love\LoveKy00,DT,CAR,$930000
,Kurt Coleman\ColeKu99,LB,BUF,$930000
,Corey Liuget\LiugCo00,DT,OAK,$930000
,Dwayne Harris\HarrDw00,WR,OAK,$930000
,Adrian Clayborn\ClayAd00,DL,ATL,$930000
,Bryan Anger\AngeBr00,P,HOU,$930000
,Pernell McPhee\McPhPe00,DL,BAL,$930000
,Josh Bellamy\BellJo02,WR,NYJ,$930000
,Lance Kendricks\KendLa00,TE,LAC,$930000
,Taiwan Jones\JoneTa00,RB,HOU,$930000
,Aaron Brewer\BrewAa00,LS,ARI,$930000
,Terrell McClain\McClTe00,DL,KAN,$930000
,Darian Stewart\StewDa00,DB,TAM,$930000
755,Mike Hughes\HughMi00,CB,MIN,$928522
756,DeMarcus Walker\WalkDe03,DE,DEN,$926260
757,Cody Latimer\LatiCo00,WR,NYG,$925000
758,Sony Michel\MichSo00,RB,NWE,$917577
759,Lamar Jackson\JackLa00,QB,BAL,$910529
760,Foster Moreau\MoreFo00,TE,OAK,$910000
761,Jamie Collins\CollJa00,OLB,NWE,$900000
,Kerry Wynn\WynnKe00,DE,CIN,$900000
,Shamar Stephen\StepSh00,DT,MIN,$900000
,Christopher Milton\MiltCh00,CB,TEN,$900000
,Preston Brown\BrowPr00,ILB,CIN,$900000
,Tyler Larsen\LarsTy00,C,CAR,$900000
,John Miller\MillJo04,OG,CIN,$900000
,John Simon\SimoJo01,DE,NWE,$900000
,Darren Fells\FellDa01,TE,HOU,$900000
,Josh Mauro\MaurJo00,DE,OAK,$900000
,Bobby Hart\HartBo00,OG,CIN,$900000
772,Raekwon McMillan\McMiRa02,ILB,MIA,$892049
773,Dalvin Tomlinson\TomlDa00,DT,NYG,$880646
774,Zach Cunningham\CunnZa00,OLB,HOU,$871522
775,Ethan Pocic\PociEt00,C,SEA,$865821
776,Chidobe Awuzie\AwuzCh00,CB,DAL,$854417
777,David Mayo\MayoDa00,ILB,NYG,$850000
,Cassius Marsh\MarsCa00,DE,ARI,$850000
,Maurice Alexander\AlexMa00,SS,BUF,$850000
,Zach Line\LineZa01,FB,NOR,$850000
,Preston Smith\SmitPr00,DE,GNB,$850000
,Chris Banjo\BanjCh00,S,ARI,$850000
,Denzel Perryman\PerrDe00,ILB,LAC,$850000
,Brent Urban\UrbaBr00,DE,TEN,$850000
,P.J. Williams\WillP.00,CB,NOR,$850000
,Neiko Thorpe\ThorNe00,DB,SEA,$850000
,D.J. Fluker\FlukDJ00,OT,SEA,$850000
,Tyrann Mathieu\MathTy00,CB,KAN,$850000
,Wil Lutz\LutzWi00,K,NOR,$850000
,Josh Hill\HillJo02,TE,NOR,$850000
791,JuJu Smith-Schuster\SmitJu00,WR,PIT,$846434
792,Dion Dawkins\DawkDi00,OG,BUF,$845294
793,Taylor Moton\MotoTa00,OT,CAR,$843014
794,Tanoh Kpassagnon\KpasTa00,DE,KAN,$832838
795,Chris Hogan\HogaCh00,WR,CAR,$825000
,Olsen Pierre\PierOl00,DT,NYG,$825000
797,Maxx Crosby\CrosMa00,EDGE,OAK,$822500
798,Austin Corbett\CorbAu00,C,CLE,$821745
799,Larry Ogunjobi\OgunLa00,DT,CLE,$820200
800,James Winchester\WincJa00,LS,KAN,$820000
,Jonathan Bullard\BullJo00,DE,ARI,$820000
802,Will Hernandez\HernWi00,OG,NYG,$818670
803,Nick Chubb\ChubNi00,RB,CLE,$815595
804,Ahkello Witherspoon\WithAh00,CB,SFO,$815375
805,Dru Samia\SamiDr00,OL,MIN,$812500
,Justice Hill\HillJu00,RB,BAL,$812500
,Dawuane Smoot\SmooDa00,DE,JAX,$812500
808,Cooper Kupp\KuppCo00,WR,LAR,$811000
809,Pat Elflein\ElflPa00,C,MIN,$809500
810,Darius Leonard\LeonDa00,LB,IND,$809446
811,Alvin Kamara\KamaAl00,RB,NOR,$807500
812,Braden Smith\SmitBr06,OG,IND,$806986
813,Anthony Chickillo\ChicAn00,DE,PIT,$806000
814,Ben Garland\GarlBe00,DL,SFO,$805000
,Frank Clark\ClarFr01,DE,KAN,$805000
,Kemal Ishmael\IshmKe00,DB,ATL,$805000
,T.J. Jones\JoneT.00,WR,NYG,$805000
,D.J. Alexander\AlexD.00,OLB,JAX,$805000
,James O'Shaughnessy\O'ShJa00,TE,JAX,$805000
,Levine Toilolo\ToilLe00,TE,SFO,$805000
,Xavier Su'a-Filo\Sua-Xa00,OG,DAL,$805000
,Charley Hughlett\HughCh01,LS,CLE,$805000
,Daniel Brown\BrowDa04,TE,NYJ,$805000
,Kevin Pierre-Louis\PierKe00,OLB,CHI,$805000
,Tyler Shatley\ShatTy00,OG,JAX,$805000
,Kenjon Barner\BarnKe00,RB,ATL,$805000
,Bradley Pinion\PiniBr00,P,TAM,$805000
,Jesse James\JameJe00,TE,DET,$805000
,Cornelius Lucas\LucaCo01,T,CHI,$805000
,Bennie Fowler\FowlBe00,WR,NYG,$805000
,Sean Mannion\MannSe00,QB,MIN,$805000
,Danny Shelton\ShelDa01,DT,NWE,$805000
,Lane Johnson\JohnLa01,OT,PHI,$805000
,Blidi Wreh-Wilson\WrehBl00,CB,ATL,$805000
,Joe Cardona\CardJo00,LS,NWE,$805000
,Benson Mayowa\MayoBe00,DE,OAK,$805000
,Ramik Wilson\WilsRa00,ILB,ARI,$805000
,Jaylen Watkins\WatkJa01,CB,LAC,$805000
,Josh Wells\WellJo02,T,TAM,$805000
,Tony Bergstrom\BergTo00,OT,WAS,$805000
,Stephone Anthony\AnthSt00,ILB,NOR,$805000
,Tank Carradine\CarrCo00,DE,MIA,$805000
,Nathan Stupar\StupNa01,OLB,NYG,$805000
,Albert McClellan\McClAl00,DE,NYJ,$805000
,Antone Exum\ExumAn00,CB,SFO,$805000
,Trey Flowers\FlowTr00,DE,DET,$805000
,Maxx Williams\WillMa04,TE,ARI,$805000
,Terrence Brooks\BrooTe00,FS,NWE,$805000
,Johnathan Cyprien\CyprJo00,SS,2TM,$805000
,Bashaud Breeland\BreeBa00,CB,KAN,$805000
,Tyeler Davison\DaviTy01,DT,ATL,$805000
,Logan Thomas\ThomLo00,QB/TE,DET,$805000
,Ryan Grant\GranRy01,WR,OAK,$805000
,A.Q. Shipley\ShipA.20,C,ARI,$805000
,Jahleel Addae\AddaJa00,S,HOU,$805000
,Luke Willson\WillLu00,TE,SEA,$805000
,Ty Montgomery\MontTy01,WR/RB,NYJ,$805000
,Josh Robinson\RobiJo01,CB,JAX,$805000
,David Fales\FaleDa00,QB,NYJ,$805000
,JJ Nelson\NelsJJ00,WR,OAK,$805000
,De'Anthony Thomas\ThomDe05,RB,KAN,$805000
,Rakeem Nunez-Roches\NuneRa00,DT,TAM,$805000
,Greg Van Roten\VanRGr00,G,CAR,$805000
,Jeremiah Attaochu\AttaJe00,OLB,DEN,$805000
,Earl Watford\WatfEa00,OG,TAM,$805000
,Jordan Devey\DeveJo00,T,OAK,$805000
,Kevin Minter\MintKe00,ILB,TAM,$805000
,Vince Williams\WillVi01,ILB,PIT,$805000
,Cedric Ogbuehi\OgbuCe00,OT,JAX,$805000
,Brynden Trawick\TrawBr00,S,BAL,$805000
,John Jenkins\JenkJo00,DT,MIA,$805000
,Bryce Hager\HageBr00,ILB,LAR,$805000
,Dontae Johnson\JohnDo02,FS,2TM,$805000
,Nick Williams\WillNi01,DT,CHI,$805000
,Corey Nelson\NelsCo00,OLB,DEN,$805000
,Chris Conley\ConlCh00,WR,JAX,$805000
,Cairo Santos\SantCa01,K,TEN,$805000
,LaRoy Reynolds\ReynLa00,LB,CIN,$805000
,Justin Hardy\HardJu00,WR,ATL,$805000
,Jordan Richards\RichJo00,SS,NWE,$805000
,Geremy Davis\DaviGe00,WR,LAC,$805000
,Najee Goode\GoodNa00,ILB,JAX,$805000
,Dakota Dozier\DoziDa00,OT,MIN,$805000
,Patrick Omameh\OmamPa00,G,NOR,$805000
,Phillip Gaines\GainPh00,CB,HOU,$805000
,Jamar Taylor\TaylJa01,CB,SEA,$805000
,Dontrelle Inman\InmaDo00,WR,LAC,$805000
,Justin Coleman\ColeJu01,CB,DET,$805000
,Blake Bell\BellBl00,TE,KAN,$805000
,Alex Okafor\OkafAl00,DE,KAN,$805000
,A.J. Cann\CannA.00,OG,JAX,$805000
892,Ronald Jones\JoneRo01,RB,TAM,$801450
893,Michael Palardy\PalaMi00,P,CAR,$800000
,Sheldrick Redwine\RedwSh00,S,CLE,$800000
895,James Daniels\DaniJa01,C,CHI,$795916
896,Dan Feeney\FeenDa00,OG,LAC,$793000
897,Courtland Sutton\SuttCo00,WR,DEN,$790996
898,Harold Landry\LandHa00,OLB,TEN,$786077
899,Mike Gesicki\GesiMi00,TE,MIA,$780542
900,Marcus Davenport\DaveMa00,DE,NOR,$779632
901,Kerryon Johnson\JohnKe06,RB,DET,$775622
902,Taywan Taylor\TaylTa00,WR,CLE,$773500
903,Dante Pettis\PettDa00,WR,SFO,$770934
904,Josh Jackson\JackJo01,CB,GNB,$764368
905,Jordan Willis\WillJo09,DE,NYJ,$754750
906,Akeem King\KingAk00,DB,SEA,$750000
,Eric Tomlinson\TomlEr01,TE,NYG,$750000
,Ben Braunecker\BrauBe00,TE,CHI,$750000
909,Isaac Seumalo\SeumIs00,OG,PHI,$749000
910,Christian Kirk\KirkCh01,WR,ARI,$747948
911,C.J. Prosise\ProsC.00,RB,SEA,$745000
912,Uchenna Nwosu\NwosUc00,OLB,LAC,$741799
913,Chris Wormley\WormCh00,DT,BAL,$736000
,Nick Vannett\VannNi00,TE,2TM,$736000
915,Dallas Goedert\GoedDa00,TE,PHI,$735649
916,Connor Williams\WillCo00,OT,DAL,$729500
917,Duke Riley\RileDu00,OLB,2TM,$726500
918,Anthony Miller\MillAn02,WR,CHI,$723350
919,LeShaun Sims\SimsLe00,CB,TEN,$720000
,Ameer Abdullah\AbduAm00,RB,MIN,$720000
,Dwayne Washington\WashDw00,RB,NOR,$720000
,Seth Devalve\DevaSe00,TE,JAX,$720000
,Ronald Blair\BlaiRo00,DE,SFO,$720000
,Patrick Scales\ScalPa00,LS,CHI,$720000
,Damiere Byrd\ByrdDa00,WR,ARI,$720000
,Josh Andrews\AndrJo01,G,IND,$720000
,Darren Waller\WallDa01,WR,OAK,$720000
,Clayton Fejedelem\FejeCl00,FS,CIN,$720000
,Mike Thomas\ThomMi04,WR,LAR,$720000
,Carson Wentz\WentCa00,QB,PHI,$720000
,Pharoh Cooper\CoopPh00,WR,2TM,$720000
,Chris Moore\MoorCh00,WR,BAL,$720000
,Sharrod Neasman\NeasSh00,S,ATL,$720000
,Darian Thompson\ThomDa05,FS,DAL,$720000
,Devontae Booker\BookDe00,RB,DEN,$720000
,Maurice Canady\CanaMa00,CB,BAL,$720000
,Kentrell Brothers\BrotKe00,ILB,MIN,$720000
,DeAndre Washington\WashDe00,RB,OAK,$720000
,Ted Karras\KarrTe00,OG,NWE,$720000
,Kamu Grugier-Hill\GrugKa00,OLB,PHI,$720000
,Joe Dahl\DahlJo00,OG,DET,$720000
,Bryan Witzmann\WitzBr00,T,CAR,$720000
,Miles Killebrew\KillMi00,SS,DET,$720000
,Brett Jones\JoneBr04,C,MIN,$720000
,Derek Watt\WattDe00,FB,LAC,$720000
,James Ferentz\FereJa00,C,NWE,$720000
,Deon Bush\BushDe00,FS,CHI,$720000
,Kameron Canaday\CanaKa00,LS,PIT,$720000
,DeAndre Houston-Carson\HousDe00,FS,CHI,$720000
,Stephen Weatherly\WeatSt00,OLB,MIN,$720000
,Romeo Okwara\OkwaRo01,DE,DET,$720000
,Kavon Frazier\FrazKa00,FS,DAL,$720000
,Tyler Ervin\ErviTy00,RB,JAX,$720000
,C.J. Goodwin\GoodC.00,WR,DAL,$720000
,Jayrone Elliott\ElliJa02,LB,PIT,$720000
,Sheldon Day\DayxSh00,DT,SFO,$720000
,Cody Core\CoreCo00,WR,NYG,$720000
,Curtis Riley\RileCu00,CB,OAK,$720000
,Riley Dixon\DixoRi00,P,NYG,$720000
,Andy Janovich\JanoAn00,FB,DEN,$720000
,Joey Bosa\BosaJo00,DE,LAC,$720000
,Luke Rhodes\RhodLu00,LB,IND,$720000
,Andrew Adams\AdamAn00,FS,TAM,$720000
,Trevor Davis\DaviTr03,WR,2TM,$720000
,B.J. Goodson\GoodB.00,OLB,GNB,$720000
,Jayron Kearse\KearJa00,SS,MIN,$720000
,Jakeem Grant\GranJa00,WR,MIA,$720000
,Shilique Calhoun\CalhSh00,DE,NWE,$720000
,Jonathan Williams\WillJo07,RB,IND,$720000
,Ben Koyack\KoyaBe00,TE,JAX,$720000
,Javien Elliott\ElliJa01,CB,CAR,$720000
,Marqui Christian\ChriMa00,SS,LAR,$720000
,Damien Wilson\WilsDa02,ILB,KAN,$720000
,MyCole Pruitt\PruiMy00,TE,TEN,$720000
,Andrew Billings\BillAn00,DT,CIN,$720000
,David Fluellen\FlueDa00,RB,TEN,$720000
,Paul Perkins\PerkPa00,RB,DET,$720000
,Rick Lovato\LovaRi00,LS,PHI,$720000
,Danny Vitale\VitaDa00,FB,GNB,$720000
,Hassan Ridgeway\RidgHa00,DT,PHI,$720000
,Tyler Matakevich\MataTy00,ILB,PIT,$720000
,Jihad Ward\WardJi02,DE,2TM,$720000
